ds,trend,yhat_lower,yhat_upper,trend_lower,trend_upper,additive_terms,additive_terms_lower,additive_terms_upper,weekly,weekly_lower,weekly_upper,yearly,yearly_lower,yearly_upper,multiplicative_terms,multiplicative_terms_lower,multiplicative_terms_upper,yhat
2020-08-11,0.9317942822235076,-5.212138858811175,7.4433737523322,0.9317942822235076,0.9317942822235076,0.4080760323432352,0.4080760323432352,0.4080760323432352,-0.24400996307082418,-0.24400996307082418,-0.24400996307082418,0.6520859954140592,0.6520859954140592,0.6520859954140592,0.0,0.0,0.0,1.3398703145667428
2020-08-12,0.9433296882967386,-4.995652878669335,7.883728865844944,0.9433296882967386,0.9433296882967386,0.3555480978416339,0.3555480978416339,0.3555480978416339,-0.27797689239480333,-0.27797689239480333,-0.27797689239480333,0.6335249902364372,0.6335249902364372,0.6335249902364372,0.0,0.0,0.0,1.2988777861383725
2020-08-13,0.9548650943699695,-4.768118794938923,7.475256414932553,0.9548650943699695,0.9548650943699695,0.3804622737659127,0.3804622737659127,0.3804622737659127,-0.2451577947778956,-0.2451577947778956,-0.2451577947778956,0.6256200685438082,0.6256200685438082,0.6256200685438082,0.0,0.0,0.0,1.3353273681358822
2020-08-14,0.9664005004432005,-5.00035981927146,7.84187000350842,0.9664005004432005,0.9664005004432005,0.4276537840367797,0.4276537840367797,0.4276537840367797,-0.20064906004310673,-0.20064906004310673,-0.20064906004310673,0.6283028440798862,0.6283028440798862,0.6283028440798862,0.0,0.0,0.0,1.3940542844799801
2020-08-17,1.0010067186628944,-4.994235602205443,7.93232520425551,1.0010067186628944,1.0010067186628944,0.4558088335206076,0.4558088335206076,0.4558088335206076,-0.24034630328648354,-0.24034630328648354,-0.24034630328648354,0.6961551368070908,0.6961551368070908,0.6961551368070908,0.0,0.0,0.0,1.456815552183502
2020-08-18,1.0125421247361253,-4.686273930818452,8.098406344069172,1.0125421247361253,1.0125421247361253,0.49247933236881736,0.49247933236881736,0.49247933236881736,-0.24400996307136788,-0.24400996307136788,-0.24400996307136788,0.7364892954401853,0.7364892954401853,0.7364892954401853,0.0,0.0,0.0,1.5050214571049425
2020-08-19,1.0240775308093573,-4.205645237980276,7.67952500420102,1.0240775308093573,1.0240775308093573,0.5061446345452436,0.5061446345452436,0.5061446345452436,-0.27797689239478823,-0.27797689239478823,-0.27797689239478823,0.7841215269400317,0.7841215269400317,0.7841215269400317,0.0,0.0,0.0,1.5302221653546009
2020-08-20,1.0356129368825882,-4.903753193299326,8.190618113260143,1.0356129368825882,1.0356129368825882,0.5927206024357407,0.5927206024357407,0.5927206024357407,-0.24515779477851307,-0.24515779477851307,-0.24515779477851307,0.8378783972142537,0.8378783972142537,0.8378783972142537,0.0,0.0,0.0,1.6283335393183287
2020-08-21,1.047148342955819,-4.34351539999001,8.26273231096593,1.047148342955819,1.047148342955819,0.6958084261869489,0.6958084261869489,0.6958084261869489,-0.20064906004184135,-0.20064906004184135,-0.20064906004184135,0.8964574862287901,0.8964574862287901,0.8964574862287901,0.0,0.0,0.0,1.742956769142768
2020-08-24,1.0817545611755128,-4.477815238138971,7.815553239340827,1.0817545611755128,1.0817545611755128,0.8463668793693521,0.8463668793693521,0.8463668793693521,-0.24034630328402842,-0.24034630328402842,-0.24034630328402842,1.0867131826533802,1.0867131826533802,1.0867131826533802,0.0,0.0,0.0,1.928121440544865
